en,et,description,file,hash
Canceled %d abandoned order(s).,Tühistati %d mahajäetud tellimust.,,site/modules/Mercato/src/Admin/ProcessMercatoPaymentRecoveryActions.php,ca1f31bf2fcf11efde7b38b0426cfc05
Canceled unpaid order %s and released any active reservation.,Tühistasid maksmata tellimuse %s ja vabastasid võimaliku aktiivse broneeringu.,,site/modules/Mercato/src/Admin/ProcessMercatoPaymentRecoveryActions.php,fba730bf07c49ca222594c82526c0e42
Confirm that the filtered abandoned orders should be canceled.,"Kinnita, et filtreeritud mahajäetud tellimused tuleb tühistada.",,site/modules/Mercato/src/Admin/ProcessMercatoPaymentRecoveryActions.php,88c879e2acc726964e42011f6e2d535d
Confirm that this provider refund should be submitted.,"Kinnita, et see teenusepakkuja tagasimakse tuleb esitada.",,site/modules/Mercato/src/Admin/ProcessMercatoPaymentRecoveryActions.php,6f22ed54dcd34f58a78bef63916fc52e
Confirm that this unpaid order should be canceled.,"Kinnita, et see maksmata tellimus tuleb tühistada.",,site/modules/Mercato/src/Admin/ProcessMercatoPaymentRecoveryActions.php,5be5fd38b579ff109993da9c40ed00d1
Confirmation email failed.,Kinnituskiri ebaõnnestus.,,site/modules/Mercato/src/Admin/ProcessMercatoPaymentRecoveryActions.php,768180014f27f6b46358113f4daf093d
Confirmation email was blocked.,Kinnituskiri blokeeriti.,,site/modules/Mercato/src/Admin/ProcessMercatoPaymentRecoveryActions.php,d8287e1ed651812be4c2d15fcb90a943
Confirmation email was blocked. Refresh the page and try again.,Kinnituskiri blokeeriti. Värskenda lehte ja proovi uuesti.,,site/modules/Mercato/src/Admin/ProcessMercatoPaymentRecoveryActions.php,dc25fad67cffa578f656503e26c82701
CSRF token validation failed.,CSRF-tunnuse valideerimine ebaõnnestus.,,site/modules/Mercato/src/Admin/ProcessMercatoPaymentRecoveryActions.php,e1b850614e8638b71a2de10cbfd31e49
Customer does not match this profile screen.,Klient ei vasta sellele profiilivaatele.,,site/modules/Mercato/src/Admin/ProcessMercatoPaymentRecoveryActions.php,591b13c35ed31f940308e59e78a41530
Customer note failed.,Kliendimärkus ebaõnnestus.,,site/modules/Mercato/src/Admin/ProcessMercatoPaymentRecoveryActions.php,e1eca51e32e1918a6ee9af003f85550d
Customer note saved.,Kliendimärkus salvestatud.,,site/modules/Mercato/src/Admin/ProcessMercatoPaymentRecoveryActions.php,7ff29c92cb39fcdb8feac5980ce65ac7
Customer note was blocked.,Kliendimärkus blokeeriti.,,site/modules/Mercato/src/Admin/ProcessMercatoPaymentRecoveryActions.php,026c5b63521c735a49bc2ee9f2c72197
Customer note was blocked. Refresh the page and try again.,Kliendimärkus blokeeriti. Värskenda lehte ja proovi uuesti.,,site/modules/Mercato/src/Admin/ProcessMercatoPaymentRecoveryActions.php,6d82a9b6749e21b6f7db9bccf08bc8c9
Discount code could not be applied.,Sooduskoodi ei õnnestunud rakendada.,,site/modules/Mercato/src/Admin/ProcessMercatoPaymentRecoveryActions.php,48dd2591bb5c221d947282601b024218
Enter a note before saving.,Sisesta märkus enne salvestamist.,,site/modules/Mercato/src/Admin/ProcessMercatoPaymentRecoveryActions.php,1f7b2380621bf2c97f4f84973a43c39b
Fulfilment email failed.,Täitmise e-kiri ebaõnnestus.,,site/modules/Mercato/src/Admin/ProcessMercatoPaymentRecoveryActions.php,a331a4a58c066835c16f6fc948476b67
Fulfilment email was blocked.,Täitmise e-kiri blokeeriti.,,site/modules/Mercato/src/Admin/ProcessMercatoPaymentRecoveryActions.php,b7295d22992c16a372ace6977ca86988
Fulfilment email was blocked. Refresh the page and try again.,Täitmise e-kiri blokeeriti. Värskenda lehte ja proovi uuesti.,,site/modules/Mercato/src/Admin/ProcessMercatoPaymentRecoveryActions.php,6492abb23251ed1ef61e9cff846d371f
Gateway confirmed refund of %s. Payment status is now %s.,Maksevärav kinnitas tagasimakse %s. Makse olek on nüüd %s.,,site/modules/Mercato/src/Admin/ProcessMercatoPaymentRecoveryActions.php,23a436c7121cd0dac02e3c4a1729da75
Generated a new public status link for %s.,Loodi uus avalik olekulink %s jaoks.,,site/modules/Mercato/src/Admin/ProcessMercatoPaymentRecoveryActions.php,f2916808335e3c2eaa4ca276d34a7d0b
Invalid email address.,Kehtetu e-posti aadress.,,site/modules/Mercato/src/Admin/ProcessMercatoPaymentRecoveryActions.php,e267e2be02cf3e29f4ba53b5d97cf78a
Inventory needs attention.,Laoseis vajab tähelepanu.,,site/modules/Mercato/src/Admin/ProcessMercatoPaymentRecoveryActions.php,1328d9eff84c0162efbb58ebcbb39f9b
Keep at least one line item quantity above zero.,Hoia vähemalt ühe tooterea kogus üle nulli.,,site/modules/Mercato/src/Admin/ProcessMercatoPaymentRecoveryActions.php,046953c70247aa18bb5e718c0e378116
Limited to %d orders per run.,Piiratud %d tellimusega käivituse kohta.,,site/modules/Mercato/src/Admin/ProcessMercatoPaymentRecoveryActions.php,c9e480441aa9d61a911406a22957e046
local-delivery,local-delivery,,site/modules/Mercato/src/Admin/ProcessMercatoPaymentRecoveryActions.php,3f1829b00bbcd6b53d25664a91fbb8c5
Merchant bulk-canceled abandoned checkout from Recovery.,Kaupmees tühistas taastamisest mahajäetud ostukorvi massis.,,site/modules/Mercato/src/Admin/ProcessMercatoPaymentRecoveryActions.php,56a3d5d7e8e798e97f61cfe6818517fc
Merchant canceled abandoned checkout from Recovery.,Kaupmees tühistas taastamisest mahajäetud ostukorvi.,,site/modules/Mercato/src/Admin/ProcessMercatoPaymentRecoveryActions.php,e3b9b76050abb2e798988d575c2309c7
Merchant canceled unpaid order from Order Detail.,Kaupmees tühistas maksmata tellimuse tellimuse detailvaates.,,site/modules/Mercato/src/Admin/ProcessMercatoPaymentRecoveryActions.php,f6dab92c095bb3d60810231822c5793a
Only unpaid payable orders can be canceled from this action.,Selle toiminguga saab tühistada ainult maksmata makstavaid tellimusi.,,site/modules/Mercato/src/Admin/ProcessMercatoPaymentRecoveryActions.php,768058d1ba01e5bb9ec6bc11901e762f
Order cancellation failed.,Tellimuse tühistamine ebaõnnestus.,,site/modules/Mercato/src/Admin/ProcessMercatoPaymentRecoveryActions.php,58913ca247da6b3e3dfd3db51cc42ce5
Order cancellation was blocked.,Tellimuse tühistamine blokeeriti.,,site/modules/Mercato/src/Admin/ProcessMercatoPaymentRecoveryActions.php,42fe263643ca4ee54dd55593da800e79
Order cancellation was blocked. Refresh the page and try again.,Tellimuse tühistamine blokeeriti. Värskenda lehte ja proovi uuesti.,,site/modules/Mercato/src/Admin/ProcessMercatoPaymentRecoveryActions.php,f98bf0e0968d8782185f173a68779f9f
Order does not match this detail screen.,Tellimus ei vasta sellele detailvaatele.,,site/modules/Mercato/src/Admin/ProcessMercatoPaymentRecoveryActions.php,4734c70c38fa0154ef610fc628462f38
Order has no valid customer email.,Tellimusel pole kehtivat kliendi e-posti.,,site/modules/Mercato/src/Admin/ProcessMercatoPaymentRecoveryActions.php,0c30a1fa7bcfddd83d7d1a38186aabf6
Order is already paid.,Tellimus on juba tasutud.,,site/modules/Mercato/src/Admin/ProcessMercatoPaymentRecoveryActions.php,bd3343542cf66793e7dc99b1e39aaf33
Order not found.,Tellimust ei leitud.,,site/modules/Mercato/src/Admin/ProcessMercatoPaymentRecoveryActions.php,149ad34562bd32ca88aac01cd023fce5
Order note failed.,Tellimuse märkus ebaõnnestus.,,site/modules/Mercato/src/Admin/ProcessMercatoPaymentRecoveryActions.php,9c0894fd7c95ae284cd5942359ee9210
Order note saved.,Tellimuse märkus salvestatud.,,site/modules/Mercato/src/Admin/ProcessMercatoPaymentRecoveryActions.php,29857991fc602b442fe9a82d18afbbdb
Order note was blocked.,Tellimuse märkus blokeeriti.,,site/modules/Mercato/src/Admin/ProcessMercatoPaymentRecoveryActions.php,bd9398114029716a0367d7b98b2bae6c
Order note was blocked. Refresh the page and try again.,Tellimuse märkus blokeeriti. Värskenda lehte ja proovi uuesti.,,site/modules/Mercato/src/Admin/ProcessMercatoPaymentRecoveryActions.php,32624fb8e351be7364e7be128ddaee2d
Order totals update failed.,Tellimuse summade uuendus ebaõnnestus.,,site/modules/Mercato/src/Admin/ProcessMercatoPaymentRecoveryActions.php,86759470298b90451516ec73c06c2aa6
Order totals update was blocked.,Tellimuse summade uuendus blokeeriti.,,site/modules/Mercato/src/Admin/ProcessMercatoPaymentRecoveryActions.php,87c03af162847bbd59f522b126371087
Order totals update was blocked. Refresh the page and try again.,Tellimuse summade uuendus blokeeriti. Värskenda lehte ja proovi uuesti.,,site/modules/Mercato/src/Admin/ProcessMercatoPaymentRecoveryActions.php,0bb3bb8bc355b1bde3add6c2b8b7ddfe
Paid orders cannot be repriced from Mercato. Create a refund or adjustment instead.,Tasutud tellimuste hinda ei saa Mercatost muuta. Loo selle asemel tagasimakse või kohandus.,,site/modules/Mercato/src/Admin/ProcessMercatoPaymentRecoveryActions.php,f4e4880306cd3b885974e49a2f262d5e
Payment link email failed.,Maksulingi e-kiri ebaõnnestus.,,site/modules/Mercato/src/Admin/ProcessMercatoPaymentRecoveryActions.php,aed80ccc2401af5b4f7ef73f77c1f56b
Payment link email was blocked.,Maksulingi e-kiri blokeeriti.,,site/modules/Mercato/src/Admin/ProcessMercatoPaymentRecoveryActions.php,327c983e3e6df97f34e908c2ed9ff581
Payment link email was blocked. Refresh the page and try again.,Maksulingi e-kiri blokeeriti. Värskenda lehte ja proovi uuesti.,,site/modules/Mercato/src/Admin/ProcessMercatoPaymentRecoveryActions.php,84d2fb0a804c264c92aa5e88830ae0da
Payment reconciliation failed.,Makse tasaarveldus ebaõnnestus.,,site/modules/Mercato/src/Admin/ProcessMercatoPaymentRecoveryActions.php,36283c3ee8665a49cf51b5ea5e8ae8e3
Payment reconciliation was blocked.,Makse tasaarveldus blokeeriti.,,site/modules/Mercato/src/Admin/ProcessMercatoPaymentRecoveryActions.php,f66ed85cd0375c15a3a9e115ffa14a90
Payment reconciliation was blocked. Refresh the page and try again.,Makse tasaarveldus blokeeriti. Värskenda lehte ja proovi uuesti.,,site/modules/Mercato/src/Admin/ProcessMercatoPaymentRecoveryActions.php,1ba5b18073daa7eb7282df7bc96597a0
Payment status changed from %s to %s.,Makse olek muutus %s -> %s.,,site/modules/Mercato/src/Admin/ProcessMercatoPaymentRecoveryActions.php,02a51646d5b0e6a5d9ae4092981c2869
"Payment was recorded, but inventory needs attention.","Makse registreeriti, kuid laoseis vajab tähelepanu.",,site/modules/Mercato/src/Admin/ProcessMercatoPaymentRecoveryActions.php,c5b11140cf587f2b569cb1181451639d
pickup-ready,pickup-ready,,site/modules/Mercato/src/Admin/ProcessMercatoPaymentRecoveryActions.php,e6a0e77767baa395a150c3da240a861d
ProcessWire rejected the module configuration update.,ProcessWire lükkas mooduli seadistuse uuenduse tagasi.,,site/modules/Mercato/src/Admin/ProcessMercatoPaymentRecoveryActions.php,a2f13098bef4f90e835e1cdd87c49197
Recovery automation preview was blocked.,Taastamise automatiseerimise eelvaade blokeeriti.,,site/modules/Mercato/src/Admin/ProcessMercatoPaymentRecoveryActions.php,bf9da187d9c7842a5c7390f7ebd0e954
Recovery automation preview was blocked. Refresh the page and try again.,Taastamise automatiseerimise eelvaade blokeeriti. Värskenda lehte ja proovi uuesti.,,site/modules/Mercato/src/Admin/ProcessMercatoPaymentRecoveryActions.php,a3eaa78e502e018c0ddef606b59e2745
"Recovery automation preview: %d eligible order(s), %d checked.","Taastamise automatiseerimise eelvaade: %d sobivat tellimust, %d kontrollitud.",,site/modules/Mercato/src/Admin/ProcessMercatoPaymentRecoveryActions.php,804a467604c9662f604865e6aabaf541
Recovery email failed.,Taastamise e-kiri ebaõnnestus.,,site/modules/Mercato/src/Admin/ProcessMercatoPaymentRecoveryActions.php,723991c439905fee5d244428f247343e
Recovery email skipped.,Taastamise e-kiri jäeti vahele.,,site/modules/Mercato/src/Admin/ProcessMercatoPaymentRecoveryActions.php,f2e4630b9cf8fb5a71ab359d022b4a85
Recovery email was blocked.,Taastamise e-kiri blokeeriti.,,site/modules/Mercato/src/Admin/ProcessMercatoPaymentRecoveryActions.php,75fabd92239347b43b7650d4809b5ede
Recovery email was blocked. Refresh the page and try again.,Taastamise e-kiri blokeeriti. Värskenda lehte ja proovi uuesti.,,site/modules/Mercato/src/Admin/ProcessMercatoPaymentRecoveryActions.php,b56cca042c4a4a4843df5855a61f144f
Recovery order cancellation failed.,Taastamise tellimuse tühistamine ebaõnnestus.,,site/modules/Mercato/src/Admin/ProcessMercatoPaymentRecoveryActions.php,6f6342137c5cfd205ec67c0e7f70e409
Recovery order cancellation was blocked.,Taastamise tellimuse tühistamine blokeeriti.,,site/modules/Mercato/src/Admin/ProcessMercatoPaymentRecoveryActions.php,cf2ea2722752d2e0f6c4850e9ebd5697
Recovery order cancellation was blocked. Refresh the page and try again.,Taastamise tellimuse tühistamine blokeeriti. Värskenda lehte ja proovi uuesti.,,site/modules/Mercato/src/Admin/ProcessMercatoPaymentRecoveryActions.php,f5c9878b97e250f5e7b5639937c1eb59
Recovery suppression failed.,Taastamise välistamine ebaõnnestus.,,site/modules/Mercato/src/Admin/ProcessMercatoPaymentRecoveryActions.php,c9ddc730889d091af5aa062e7f0f9d82
Recovery suppression was blocked.,Taastamise välistamine blokeeriti.,,site/modules/Mercato/src/Admin/ProcessMercatoPaymentRecoveryActions.php,1f692a8353fa17cff766eed04dc680e9
Recovery suppression was blocked. Refresh the page and try again.,Taastamise välistamine blokeeriti. Värskenda lehte ja proovi uuesti.,,site/modules/Mercato/src/Admin/ProcessMercatoPaymentRecoveryActions.php,44dea6685afc375ca3db52fcc4a72a14
Recovery unsuppression failed.,Taastamise välistuse tühistamine ebaõnnestus.,,site/modules/Mercato/src/Admin/ProcessMercatoPaymentRecoveryActions.php,3afdcbe2a227377d499224165ee01ac4
Recovery unsuppression was blocked.,Taastamise välistuse tühistamine blokeeriti.,,site/modules/Mercato/src/Admin/ProcessMercatoPaymentRecoveryActions.php,e69cfb5a4743b544b58e9274503f6414
Recovery unsuppression was blocked. Refresh the page and try again.,Taastamise välistuse tühistamine blokeeriti. Värskenda lehte ja proovi uuesti.,,site/modules/Mercato/src/Admin/ProcessMercatoPaymentRecoveryActions.php,64191365b411e5f3a54091919e00f2d5
Refund failed.,Tagasimakse ebaõnnestus.,,site/modules/Mercato/src/Admin/ProcessMercatoPaymentRecoveryActions.php,39750b492c150b85fbb3e8ca510f6168
Refund of %s is still awaiting gateway confirmation.,Tagasimakse %s ootab endiselt makseväravalt kinnitust.,,site/modules/Mercato/src/Admin/ProcessMercatoPaymentRecoveryActions.php,54835bdd003f0776c1a0c51778b6c7a6
"Refund succeeded, but stock restoration requires attention.","Tagasimakse õnnestus, kuid laoseisu taastamine vajab tähelepanu.",,site/modules/Mercato/src/Admin/ProcessMercatoPaymentRecoveryActions.php,9af9d53f6b1e3aa8aea864ea173a9f24
Refund was blocked.,Tagasimakse blokeeriti.,,site/modules/Mercato/src/Admin/ProcessMercatoPaymentRecoveryActions.php,bbcf60193762cf6c22473d576347d330
Refund was blocked. Refresh the page and try again.,Tagasimakse blokeeriti. Värskenda lehte ja proovi uuesti.,,site/modules/Mercato/src/Admin/ProcessMercatoPaymentRecoveryActions.php,4bd428289860d1381628883ab2451e6c
Refunded %s. Payment status is now %s.,Tagasi maksti %s. Makse olek on nüüd %s.,,site/modules/Mercato/src/Admin/ProcessMercatoPaymentRecoveryActions.php,8208d6425d27240584bbd8e7de59ed0d
Removed %s from recovery suppression.,Eemaldati %s taastamise välistusest.,,site/modules/Mercato/src/Admin/ProcessMercatoPaymentRecoveryActions.php,b63c461e72b8483ddcd1561551f62a73
Requested refund of %s. Payment status is now %s.,Taotleti tagasimakset %s. Makse olek on nüüd %s.,,site/modules/Mercato/src/Admin/ProcessMercatoPaymentRecoveryActions.php,045d199be28557695d23db5dd91c6145
Select a valid product to add.,Vali kehtiv toode lisamiseks.,,site/modules/Mercato/src/Admin/ProcessMercatoPaymentRecoveryActions.php,6f3c0f2bd63976386b058d3baedfa45a
Select an enabled fulfilment method.,Vali lubatud täitmisviis.,,site/modules/Mercato/src/Admin/ProcessMercatoPaymentRecoveryActions.php,f888730548feaf7611ccea346c593810
Sent %s email for %s.,Saadeti %s e-kiri %s jaoks.,,site/modules/Mercato/src/Admin/ProcessMercatoPaymentRecoveryActions.php,e9f86f74f09137577cb4959e622bda38
Sent order confirmation for %s.,Saadeti tellimuse kinnitus %s jaoks.,,site/modules/Mercato/src/Admin/ProcessMercatoPaymentRecoveryActions.php,5cbd87f2445b7398b9cba590b4a2813e
Sent payment link for %s.,Saadeti maksulink %s jaoks.,,site/modules/Mercato/src/Admin/ProcessMercatoPaymentRecoveryActions.php,46c10aabe51cc4aa18a9fddbbd8eb02b
Sent recovery payment link for %s.,Saadeti taastamise maksulink %s jaoks.,,site/modules/Mercato/src/Admin/ProcessMercatoPaymentRecoveryActions.php,4568a06df45479ad45ef609c68b11357
Set the appropriate customer-facing fulfilment status before sending an email.,Määra sobiv kliendile nähtav täitmise olek enne e-kirja saatmist.,,site/modules/Mercato/src/Admin/ProcessMercatoPaymentRecoveryActions.php,683da2c2a074af471deef811df26e912
shipping,tarne,,site/modules/Mercato/src/Admin/ProcessMercatoPaymentRecoveryActions.php,31211b6813083b13df997b9e3abbbd2b
Simulated %s webhook for order %s: %s → %s.,Simuleeriti %s veebihaaki tellimuse %s jaoks: %s → %s.,,site/modules/Mercato/src/Admin/ProcessMercatoPaymentRecoveryActions.php,3f673dc7308095220ff0c8f28341df53
Status link reset failed.,Olekulingi lähtestamine ebaõnnestus.,,site/modules/Mercato/src/Admin/ProcessMercatoPaymentRecoveryActions.php,38e8ab053f28c05af41f77eb2a399431
Status link reset was blocked.,Olekulingi lähtestamine blokeeriti.,,site/modules/Mercato/src/Admin/ProcessMercatoPaymentRecoveryActions.php,64a9e4bb903ca5b3538c9e76af22809c
Status link reset was blocked. Refresh the page and try again.,Olekulingi lähtestamine blokeeriti. Värskenda lehte ja proovi uuesti.,,site/modules/Mercato/src/Admin/ProcessMercatoPaymentRecoveryActions.php,68a2280b34034929518825aa9a79a4f4
Suppressed %s from recovery emails.,Välistati %s taastamise e-kirjadest.,,site/modules/Mercato/src/Admin/ProcessMercatoPaymentRecoveryActions.php,b77e10f91afe544c191350f7429efaca
The gateway rejected the pending refund. Payment status was restored.,Maksevärav lükkas ootel tagasimakse tagasi. Makse olek taastati.,,site/modules/Mercato/src/Admin/ProcessMercatoPaymentRecoveryActions.php,d8da13da7416e2ff893d105ffb75e526
This order has no editable item snapshot.,Sellel tellimusel pole muudetavat toodete hetkeseisu.,,site/modules/Mercato/src/Admin/ProcessMercatoPaymentRecoveryActions.php,55a4cafbabe0c3add02b699630db5611
This order is not currently eligible for recovery email.,See tellimus ei sobi praegu taastamise e-kirja jaoks.,,site/modules/Mercato/src/Admin/ProcessMercatoPaymentRecoveryActions.php,8c5a8817479947d69482335cc56f1d49
Unknown mail error.,Teadmata e-posti viga.,,site/modules/Mercato/src/Admin/ProcessMercatoPaymentRecoveryActions.php,dae6b1e8cb0d6e54a8765b9485b2e961
Unpaid order repriced.,Maksmata tellimuse hind muudetud.,,site/modules/Mercato/src/Admin/ProcessMercatoPaymentRecoveryActions.php,5c2a1d339eae0dc2722ae1ccab452d19
Updated unpaid order total to %s.,Uuendati maksmata tellimuse summa väärtuseks %s.,,site/modules/Mercato/src/Admin/ProcessMercatoPaymentRecoveryActions.php,fbb839c8d1f9381c584d4df873af14af
Webhook simulation failed.,Veebihaagi simulatsioon ebaõnnestus.,,site/modules/Mercato/src/Admin/ProcessMercatoPaymentRecoveryActions.php,398afe1ac6450b4ac1c4947b7daeb688
Webhook simulation was blocked.,Veebihaagi simulatsioon blokeeriti.,,site/modules/Mercato/src/Admin/ProcessMercatoPaymentRecoveryActions.php,7a63919499ed33581b5d4e72bc427408
Webhook simulation was blocked. Refresh the page and try again.,Veebihaagi simulatsioon blokeeriti. Värskenda lehte ja proovi uuesti.,,site/modules/Mercato/src/Admin/ProcessMercatoPaymentRecoveryActions.php,d8baf21b84bbba338487dd312988d171
%s copy,%s koopia,,site/modules/Mercato/src/Admin/ProcessMercatoProductActions.php,aa8cba3dcab41dd0014c471de0c09f67
%s has no price field.,%s-l puudub hinnaväli.,,site/modules/Mercato/src/Admin/ProcessMercatoProductActions.php,18d51ed040317cf24ed33b2d9bf4c99c
